"nombre","cantidades","info","sabores","imagen","mix","Artículo","Estado","Stock"
"AZUCAR NEGRA","1KG","El azúcar negra (o azúcar moreno oscuro) es un tipo de azúcar de caña que se caracteriza por su alto contenido de melaza. A diferencia del azúcar blanco refinado, conserva más humedad, lo que le da una textura similar a la ""arena mojada"" y un sabor intenso a caramelo o regaliz.","","https://drive.google.com/file/d/14zx8vpTVr0QajXK3Sfe-E-SEb5X-EwMD/view","","1142","🟢 ok","0"
"DIFUSOR ""ILUMINARTE"" X 125 ml","1 UNIDAD","","","","","1145","🟢 ok","9"
"PROPOLEO SPRAY 30 cc ""EL NATURALISTA""","1 UNIDAD","","","","","1146","🟢 ok","2"
"BASTONCITO SALVADO TRIGO Y AVENA","250G/500G/1KG","Los bastoncitos de salvado de trigo y avena son un cereal de desayuno diseñado para aportar altos niveles de fibra. Son conocidos por ser saciantes y ayudar significativamente a la salud digestiva.","","https://drive.google.com/file/d/19pulxRbH7xL56FagImtf_tiyKI4iPlvm/view","si","1147","🟢 ok","4"
"BERENJENAS CONDIM.X 200 GR","1 UNIDAD","Las Berenjenas Durán (comúnmente conocidas como berenjenas en escabeche o condimentadas) son un clásico de las conservas artesanales, especialmente populares en regiones de Argentina. Se caracterizan por su equilibrio entre la acidez del vinagre, el aceite y una mezcla intensa de especias.","","https://drive.google.com/file/d/1vivsZ1XVLxnKOoE4npMrRJpz-VKziFom/view","","1150","🟢 ok","12"
"GOMA XANTICA","1 UNIDAD","","","","","1153","🟢 ok","0"
"BOLITAS DE CHOCOLATE","250G/500G/1KG","Los cereales en bolitas de chocolate son un clásico del desayuno, conocidos por su textura crujiente y por teñir la leche de color chocolate.","","https://drive.google.com/file/d/1Q56-RkzQo7pP8geqUZ-AGVchPl4ItYdr/view","si","1155","🟢 ok","1"
"ASHWAGANDHA X 60 CC ""SOMOS SETA""","1 UNIDAD","","","","","1156","🟢 ok","0"
"REISHI X 60 CC ""SOMOS SETA""","1 UNIDAD","","","","","1157","🟢 ok","1"
"PSYLLIUM SEMILLA X KG","1 UNIDAD","","","","","1158","🟢 ok","3"
"MASTROENI CABERNET FRANC X 750 CC ","1 UNIDAD","El Cabernet Franc de Mastroeni es un vino tinto de perfil aromático, con notas herbales y de frutas rojas. Presenta buena frescura, taninos moderados y estructura equilibrada. Ideal para acompañar carnes y platos especiados.","","https://drive.google.com/file/d/1QlRm65Rw6haghtKgU53VelBb7XzCtAXl/view","","1159","🟢 ok","0"
"ACETO BALSAMICO MILLAN X 250 cc","1 UNIDAD","","","","","1160","🟢 ok","6"
"CACAO AMARGO DE BRASIL","100G/250G/1KG","El cacao amargo de Brasil es reconocido por su alta calidad y sabor intenso, siendo uno de los ingredientes favoritos para repostería y alimentación saludable.","","https://drive.google.com/file/d/19jMlGqwqxZcMIC8f7D5QAQIHX8we9RiH/view","","1163","🟢 ok","15"
"PSYLLIUM MOLIDO X KG","1 UNIDAD","","","","","1164","🟢 ok","5"
"PALO SANTO X30GR","1 UNIDAD","","","","","1165","🟢 ok","2"
"PRENSA FRANCESA 800 ml","1 UNIDAD","","","","","1169","🟢 ok","0"
"CARDAMOMO","50G/250G/1KG","El cardamomo es una especia de lujo conocida como la ""Reina de las Especias"". Proviene de las semillas de plantas de la familia del jengibre y es famosa por su aroma intenso, cítrico y ligeramente dulce.","","https://drive.google.com/file/d/1gBK5oIsBtJbQv88srpZ6DZct7McJdEX7/view","","1176","🟢 ok","5"
"SEMILLAS HINOJO","1 UNIDAD","","","","","1177","🟢 ok","1"
"MERMELADA FRUTOS ROJOS CON STEVIA ""DOÑA MAGDALENA""","1 UNIDAD","","","","","1179","🟢 ok","0"
"TAZA VIDRIO","1 UNIDAD","","","","","1181","🟢 ok","6"
"SYRUP DE DATILES ""LYNA""","1 UNIDAD","","","","","1183","🟢 ok","3"
"PASAS DE UVA CEREZA CON SEMILLA X KG","1 UNIDAD","","","","","1184","🟢 ok","5"
"LEVADURA LEVEX 13 g","1 UNIDAD","","","","","1185","🟢 ok","6"
"CAJA FUERZA DIVINA","1 UNIDAD","","","","","1186","🟢 ok","1"
"MIXTURAS","1 UNIDAD","","","","","1187","🟢 ok","2"
"CEREZAS AL MARRASCHINO X 170 g ""AGROIANNI""","1 UNIDAD","Las Cerezas al Marrasquino Agroianni son un producto premium de conservas originario de Mendoza, Argentina. Se destacan en el mercado gourmet por ser consideradas más naturales y menos artificiales que otras marcas comerciales.","","https://drive.google.com/file/d/11j2OvzMbXf8HlUc_LepoKfIJ2zhgrqpZ/view","","1188","🟢 ok","0"
"HIGOS EN ALMIBAR X 3,8 KG","1 UNIDAD","","","","","1189","🟢 ok","0"
"LA IRIDE CHAMP EXTRA BRUT X 750 cc","1 UNIDAD","","","","","1191","🟢 ok","0"
"BANANITAS CON CHOCO","1 UNIDAD","","","","","1199","🟢 ok","2"
"CHIMICHURRI","100G/250G/1KG","El chimichurri es una salsa tradicional de origen argentino, emblema de su gastronomía y compañera indispensable del asado. Se trata de una mezcla de hierbas, especias y líquidos que realza el sabor de las carnes asadas, pescados y aves.","","https://drive.google.com/file/d/1lqMuR5X-im_1fuC3d_k4-z-qmpWLDcBe/view","","1201","🟢 ok","5"
"CHIPS DE BANANA","250G/500G/1KG","Los chips de banana son una excelente alternativa saludable a los snacks procesados.","","https://drive.google.com/file/d/1tHz0CPQn94o34AE_oymNrsxf_gCoDDya/view","si","1202","🟢 ok","10"
"KOMBUCHA  EYWA 354 ml","1 UNIDAD","","","","","1203","🟢 ok","8"
"CHUCRUT X 600 GR ""CRISTO DE LOS CERROS""","1 UNIDAD","El chucrut de la marca Cristo de los Cerros es un producto artesanal fabricado por la familia mendocina Alcaraz Gourmet. Se caracteriza por ser un alimento fermentado de forma natural, sin conservantes químicos y apto para dietas veganas y celíacas.","","https://drive.google.com/file/d/1BLQaKI6BCeVw_78YR0DcVZBQUMm9HoVK/view","","1204","🟢 ok","1"
"CIRUELAS D`AGEN CON CAROZO","250G/500G/1KG","Las ciruelas D'Agen con carozo son famosas por su dulzura natural y su textura carnosa. Originarias de Francia, son la variedad predilecta para el desecado debido a su alto contenido de azúcar y fibra.","","https://drive.google.com/file/d/19xXY0pEbQvvg7sMKeDGhGmMqLaZFYnFA/view","","1207","🟢 ok","0"
"CIRUELAS TIERNIZADAS SIN CAROZO","250G/500G/1KG","Las ciruelas D'Agen sin carozo son una variedad de ciruelas deshidratadas de origen francés, aunque se producen extensamente en Argentina (especialmente en Mendoza), valoradas por su pulpa tierna, sabor dulce intenso y alto valor nutricional.","","https://drive.google.com/file/d/1UaJqE6bpmw1tzb1xHxIzodRhMBZsqcHV/view","si","1208","🟢 ok","1"
"CLAVO DE OLOR ENTERO","50G/250G/1KG","El clavo de olor entero es el botón floral seco del árbol Syzygium aromaticum. Es una de las especias más potentes y versátiles, utilizada tanto para realzar sabores en la cocina como por sus amplias propiedades medicinales.","","https://drive.google.com/file/d/10AZzo5zHczh5mib2nk55TMhenrY2W-7G/view","","1209","🟢 ok","2"
"HIBISCUS EXTRACTO 60 cc ""SOMOS SETAS""","1 UNIDAD","","","","","1210","🟢 ok","2"
"COCO EN ESCAMAS","100G/250G/1KG","El coco en escamas es un producto natural, rico en fibra y grasas saludables (ácido láurico), ideal como snack crocante, en granolas, yogures o repostería. Aporta energía sostenida, vitaminas (E, B) y minerales como hierro y potasio. Se destaca por su sabor dulce y textura crujiente.","","https://drive.google.com/file/d/13yWZQOqu5ijl1s3GTfAvjgy0utjCmGfq/view","si","1211","🟢 ok","1"
"COCO RALLADO","100G/250G/1KG","El coco rallado es la pulpa del coco deshidratada y rallada, conocida por ser rica en fibra, hierro, potasio y grasas saludables (ácido láurico). Es un ingrediente versátil en repostería (tortas, trufas, galletas) y platos salados, además de ser apto para dietas sin TACC. Proporciona energía, ayuda a la digestión y aporta un sabor dulce y fresco.","","https://drive.google.com/file/d/11d9JIijSF4dXlpzMgEpFLAulVjL2LUCH/view","si","1212","🟢 ok","1"
"COLA DE PAVO EXTRACTO 60 cc ""SOMOS SETAS""","1 UNIDAD","","","","","1213","🟢 ok","1"
"COMINO MOLIDO","100G/250G/1KG","El comino molido es una de las especias más utilizadas en las cocinas de todo el mundo, conocida por su aroma penetrante, sabor terroso y ligeros toques cítricos.","","https://drive.google.com/file/d/14ga-yNjWExhPg_zBqPYRP8U20XTaTPA6/view","","1214","🟢 ok","0"
"PASTA ACEITUNAS CONDIM. 200 g","1 UNIDAD","","","","","1215","🟢 ok","3"
"RHODIOLA ROSEA POLVO ""SOMOS SETAS""","1 UNIDAD","","","","","1216","🟢 ok","1"
"MERMELADA MQA ZANAHORIA/NARANJA X310GR","1 UNIDAD","","","","","1217","🟢 ok","4"
"MOSTAZA CON MIEL ORGANICA 190gr","1 UNIDAD","","","","","1220","🟢 ok","0"
"MOSTAZA DIJON 170gr","1 UNIDAD","","","","","1221","🟢 ok","0"
"MAITAKE ""SOMOS SETAS"" X60cap","1 UNIDAD","","","","","1222","🟢 ok","1"
"RHODIOLA X60 CAPSULAS ""SOMOS SETAS""","1 UNIDAD","","","","","1223","🟢 ok","0"
"RHODIOLA ROSEA EXTRACTO X60cc ""SOMOS SETAS""","1 UNIDAD","","","","","1224","🟢 ok","1"
"VITAMINA K2 + D3 X 50 cápsulas ""NATIER""","1 UNIDAD","","","","","1225","🟢 ok","0"
"POTASIO+MAGNESIO 30cap ""El Naturalista""","1 UNIDAD","","","","","1226","🟢 ok","13"
"CITRATO DE MAGNESIO  XKG","1 UNIDAD","","","","","1227","🟢 ok","2"
"COPOS DE MAIZ CON AZUCAR","250G/500G/1KG","Los copos de maíz (también conocidos como corn flakes) son hojuelas de maíz tostadas. Son uno de los cereales de desayuno más populares en el mundo debido a su textura crujiente y versatilidad.","","https://drive.google.com/file/d/1L5n634OGcpybf7dAGm0hTnbx3y-OXPZC/view","si","1228","🟢 ok","33"
"COPOS DE MAIZ","250G/500G/1KG","Los copos de maíz (también conocidos como corn flakes) son hojuelas de maíz tostadas. Son uno de los cereales de desayuno más populares en el mundo debido a su textura crujiente y versatilidad.","","https://drive.google.com/file/d/1P4UdCh-pg94nJfhD1wCBCNyniZMLzkwi/view","si","1229","🟢 ok","8"
"CORAZONES DE ALCAUCIL X 300 GR","1 UNIDAD","Los corazones de alcaucil Agroianni son una conserva artesanal de origen mendocino, reconocida por su calidad y sabor intenso. Aunque Agroianni es famoso por sus alcauciles condimentados en aceite, también produce versiones que resaltan el sabor del vinagre en su receta.","","https://drive.google.com/file/d/12iWmYR5tCjRa5eN67cw2k6eeW3AJPk_D/view","","1230","🟢 ok","0"
"CORDERO CON PIEL DEL LOBO X 750CC","1 UNIDAD","Cordero con Piel de Lobo es principalmente conocido hoy como una popular línea de vinos de la bodega argentina Mosquita Muerta Wines (Familia Millán). El nombre juega con el refrán popular ""lobo con piel de cordero"", pero invirtiendo los roles para sugerir que el vino es más audaz y potente de lo que aparenta.","","https://drive.google.com/file/d/1Zgk69yPQ_d9hJI0W7BEhIP_EENMk5sDx/view","","1231","🟢 ok","5"
"CORIANDRO ENTERO","50G/250G/1KG","El coriandro entero se refiere a las semillas secas de la planta de cilantro (Coriandrum sativum). A diferencia de las hojas frescas, las semillas tienen un perfil de sabor terroso, dulce y con matices cítricos (limón y naranja) que se intensifica al tostarlas o molerlas.","","https://drive.google.com/file/d/1Pg3wwOrxOD_xKjCQ_vZDSrEL-9NrBGoe/view","","1232","🟢 ok","4"
"CORIANDRO MOLIDO","100G/250G/1KG","El coriandro molido es una especia obtenida de las semillas secas de la planta Coriandrum sativum (cilantro). A diferencia de las hojas frescas, que tienen un sabor herbáceo y penetrante, el coriandro molido destaca por un perfil aromático dulce, amaderado y con sutiles notas cítricas similares a la cáscara de naranja.","","https://drive.google.com/file/d/1jHmsqpsITj6S-274W6mPBujMciblzIsH/view","","1233","🟢 ok","5"
"PREMEZCLA SIN TACC UNIVERSAL PANADERIA REPOSTERÍA Y PASTAS X 500 g - DELICEL","1 UNIDAD","","","","","1234","🟢 ok","9"
"ACEITE PURO DE ARNICA X50cc","1 UNIDAD","","","","","1237","🟢 ok","2"
"TREMELLA EN CAPSULAS ""SOMOS SETAS""","1 UNIDAD","","","","","1238","🟢 ok","1"
"CURRY","100G/250G/1KG","El curry en polvo no es una especia única, sino una mezcla de especias molidas creada originalmente por británicos para imitar los sabores de la India.","","https://drive.google.com/file/d/1jA1Da9nsYkxqb064qN-deDqSVofYK_sN/view","","1239","🟢 ok","0"
"CUSCUS","250G/500G/1KG","El cuscús (o cous cous) es un alimento tradicional del norte de África elaborado a base de sémola de trigo duro. Aunque a menudo se confunde con un grano o cereal por su apariencia, técnicamente es un tipo de pasta granulada que se obtiene al moler la parte dura del trigo sin llegar a convertirla en harina.","","https://drive.google.com/file/d/1sPguZghZaRYhB3z_t6QWeUhnHI7gXNMp/view","","1240","🟢 ok","5"
"BARRA CHOCOLATE MAPRICUBER xKg","1 UNIDAD","","","","","1241","🟢 ok","0"
"DULCE DE ALCAYOTA X 500 GR ""DON FRANCISCO"" ","1 UNIDAD","El dulce de alcayota de la marca Don Francisco es un producto tradicional de Mendoza, elaborado por la empresa familiar Francisco Moreno e Hijo S.A.. Con más de 35 años en el mercado, se destaca por su elaboración artesanal a partir de la alcayota (también conocida como cayote), un fruto fibroso típico de la región de Cuyo.","","https://drive.google.com/file/d/1hAmK_w0nFlj5twyDbbKKPHfwotPTyCIb/view","","1244","🟢 ok","1"
"ACEITERO SPRAY X 100 ML","1 UNIDAD","","","","","1245","🟢 ok","1"
"SALSA INGLESA x180cc","1 UNIDAD","","","","","1246","🟢 ok","2"
"PROPOLEO PLUS+CURCUMA,JENGIBRE Y TOMILLO 250ml","1 UNIDAD","","","","","1247","🟢 ok","2"
"MAGNESIO EN POLVO NATIER X150g","1 UNIDAD","","","","","1248","🟢 ok","2"
"NMN nicotinamida mononucleotido","1 UNIDAD","","","","","1249","🟢 ok","1"
"SHITAKE X 60 CAPS. SOMOS SETAS","1 UNIDAD","","","","","1250","🟢 ok","0"
"SALES DE BAÑO","1 UNIDAD","","","https://drive.google.com/file/d/1ioPvMfu-dbAw-qN9go0VGewIKoWuTAik/view","","1251","🔵 falta descripción","0"
"MAIZ PSINGALLO","1 UNIDAD","","","","","1252","🟢 ok","1"
"DULCE DE MEMBRILLO X 500 GR ""MUPAY""","1 UNIDAD","El Dulce de Membrillo Mupay es un producto artesanal originario de la provincia de San Juan, Argentina, específicamente de la región de Chimbas. Se destaca por ser un dulce de membrillo rubio, elaborado bajo procesos tradicionales que lo diferencian del clásico dulce industrial rojo.","","https://drive.google.com/file/d/1M2tosfDbag8ZAAwyKx1kbQfsiw7okEBi/view","","1253","🟢 ok","0"
"DULCE DE MEMBRILLO X 1 KG ""DON FRANCISCO""","1 UNIDAD","El dulce de membrillo Don Francisco (de la firma Francisco Moreno e Hijo) es un producto artesanal originario de Mendoza, Argentina, reconocido por su elaboración tradicional y calidad profesional.","","https://drive.google.com/file/d/1wGO4YqplgiTtHKaJMhkW5-eC8h6xoc-1/view","","1254","🟢 ok","6"
"FLEBOTONICO X30 COMPRIMIDOS ""EL NATURALISTA""","1 UNIDAD","","","","","1255","🟢 ok","3"
"COLAGENO X 10 COMPRIMIDOS ""EL NATURALISTA""","1 UNIDAD","","","","","1256","🟢 ok","6"
"VITAMINA C X 60 COMPRIMIDOS ""EL NATURALISTA""","1 UNIDAD","","","","","1257","🟢 ok","1"
"AVENA BIO SIN GLUTEN 500gr","1 UNIDAD","","","","","1258","🟢 ok","5"
"ENELDO EN SEMILLAS","50G/250G/1KG","Las semillas de eneldo (Anethum graveolens) son una especia versátil con un aroma anisado, alimonado y fresco. Se utilizan ampliamente tanto en la gastronomía como en el cultivo doméstico de hierbas aromáticas.","","https://drive.google.com/file/d/1sq5b7TNau_jq6mH5KVC7MCcelnmq09uL/view","","1259","🟢 ok","1"
"DULCE BATATA SIN AZUCAR ORIETA 400GR","1 UNIDAD","","","","","1260","🟢 ok","3"
"DULCE MEMBRILLO SIN AZUCAR ORIETA 400gr","1 UNIDAD","","","","","1261","🟢 ok","3"
"ALFAJOR SIN AZUCAR ""BANDA""","1 UNIDAD","","","","","1262","🟢 ok","0"
"ESENCIA ARTIFICIAL DE VAINILLA X 100 CC ""INDIAS"" ","1 UNIDAD","El saborizante artificial de vainilla (o esencia) es un producto sintético económico que imita el aroma y sabor de la vainilla natural. Se elabora principalmente a partir de vainillina sintetizada, a menudo derivada del guayacol, lignina o salvado de arroz. Contiene agua, alcohol, colorantes y conservantes.","","https://drive.google.com/file/d/19bIyRbLXWdeAbAWXd48C-5h7_3Batcai/view","","1263","🟢 ok","4"
"CHIPA X480 GR - AFG","1 UNIDAD","","","","","1264","🟢 ok","0"
